2.35682539683	2.65682539683	74
2.7283446712	3.0283446712	62
2.7283446712	3.0283446712	71
3.03020408163	3.33020408163	59
3.03020408163	3.33020408163	67
3.32045351474	3.62045351474	74
3.59909297052	3.89909297052	71
3.8777324263	4.1777324263	67
4.16798185941	4.46798185941	74
4.44662131519	4.74662131519	71
4.77170068027	5.07170068027	62
4.77170068027	5.07170068027	67
5.03873015873	5.33873015873	59
5.03873015873	5.33873015873	74
5.36380952381	5.66380952381	55
5.36380952381	5.66380952381	76
5.66566893424	5.96566893424	64
5.66566893424	5.96566893424	72
5.94430839002	6.24430839002	60
5.94430839002	6.24430839002	67
6.21133786848	6.51133786848	76
6.47836734694	6.77836734694	72
6.75700680272	7.05700680272	67
7.02403628118	7.32403628118	67
7.02403628118	7.32403628118	76
7.29106575964	7.59106575964	60
7.29106575964	7.59106575964	72
7.5580952381	7.8580952381	64
7.5580952381	7.8580952381	67
7.82512471655	8.12512471655	60
7.82512471655	8.12512471655	76
8.10376417234	8.40376417234	55
8.10376417234	8.40376417234	74
8.40562358277	8.70562358277	62
8.40562358277	8.70562358277	71
8.40562358277	8.70562358277	74
8.6610430839	8.9610430839	59
8.6610430839	8.9610430839	67
8.91646258503	9.21646258503	74
9.18349206349	9.48349206349	71
9.46213151927	9.76213151927	67
9.71755102041	10.0175510204	55
9.71755102041	10.0175510204	67
9.71755102041	10.0175510204	74
10.0078004535	10.3078004535	59
10.0078004535	10.3078004535	71
10.3328798186	10.6328798186	62
10.3328798186	10.6328798186	67
10.6927891156	10.9927891156	50
10.6927891156	10.9927891156	69
11.0759183673	11.3759183673	62
11.4706575964	11.7706575964	57
11.923446712	12.223446712	62
11.923446712	12.223446712	74
12.4342857143	12.7342857143	56
12.4342857143	12.7342857143	66
13.0263945578	13.3263945578	69
13.0263945578	13.3263945578	81
13.6649433107	13.9649433107	55
13.9784126984	14.2784126984	62
13.9784126984	14.2784126984	74
13.9784126984	14.2784126984	83
14.2686621315	14.5686621315	59
14.2686621315	14.5686621315	79
14.3847619048	14.6847619048	79
14.53569161	14.83569161	86
14.7911111111	15.0911111111	83
15.0697505669	15.3697505669	79
15.3367800454	15.6367800454	55
15.3367800454	15.6367800454	67
15.3367800454	15.6367800454	86
15.5921995465	15.8921995465	59
15.5921995465	15.8921995465	83
15.8476190476	16.1476190476	62
15.8476190476	16.1476190476	79
16.1030385488	16.4030385488	59
16.1030385488	16.4030385488	86
16.3700680272	16.6700680272	55
16.3700680272	16.6700680272	67
16.3700680272	16.6700680272	76
